candidate_language	linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
xle	ja-ta-i	jatai	rom	-15.0019	rom (-15.00); maw (-15.06); pʰoke (-17.10)	5
xle	ja-ta-i-*301	jataiΘ	rom	-18.4244	rom (-18.42); maw (-18.52); pʰoke (-20.60)	6
xle	ja-ta-i-*301-u	jataiΘu	rom	-21.8515	rom (-21.85); maw (-21.98); pʰoke (-24.02)	7
xle	ja-ta-i-*301-u-j	jataiΘuj	rom	-25.2827	rom (-25.28); maw (-25.44); maras (-27.29)	8
xle	ja-ta-i-*301-u-ja	jataiΘuja	aker	-27.1398	aker (-27.14); maw (-27.35); rom (-28.69)	9
xle	ja-tu-r	jatur	rom	-15.088	rom (-15.09); arai (-16.18); aomai (-16.56)	5
xle	ja-tu-ru	jaturu	rom	-18.5468	rom (-18.55); arai (-19.68); maw (-20.04)	6
xle	ja-tu-ru-s	jaturus	awis	-17.4214	awis (-17.42); tis (-19.39); maras (-21.90)	7
xle	ja-tu-ru-sa	jaturusa	awis	-20.9285	awis (-20.93); tis (-22.89); maw (-24.17)	8
xle	ja-tu-ru-sa-i	jaturusai	awis	-24.4356	awis (-24.44); pʰoke (-26.20); tis (-26.39)	9
xle	ja-tu-ru-sa-i-d	jaturusaid	awis	-27.9427	awis (-27.94); ewistʰuo (-28.03); pʰoke (-29.43)	10
xle	ja-wa-*56	jawaΦ	rom	-14.5451	rom (-14.55); maw (-16.76); napʰotʰ (-17.29)	5
xle	ka-na-s	kanas	awis	-15.759	awis (-15.76); ziwai (-15.76); tis (-15.83)	5
xle	ka-na-si	kanasi	zeronaitʰ	-18.5793	zeronaitʰ (-18.58); ziwai (-18.92); tis (-19.16)	6
xle	ka-na-si-s	kanasis	tis	-20.1462	tis (-20.15); hulaies (-20.84); zeronaitʰ (-21.37)	7
xle	ka-na-si-si	kanasisi	heloke	-22.6528	heloke (-22.65); pʰoke (-22.67); zeronaitʰ (-23.62)	8
xle	ka-na-si-si-r	kanasisir	siasi	-23.7715	siasi (-23.77); holaiesi (-24.34); ziwai (-25.42)	9
xle	ke-ta-n	ketan	maw	-15.1015	maw (-15.10); ziwai (-16.22); rom (-16.77)	5
xle	ke-ta-na	ketana	maw	-17.3736	maw (-17.37); ziwai (-18.94); rom (-19.87)	6
xle	ke-ta-na-i	ketanai	maw	-20.8669	maw (-20.87); ziwai (-22.00); rom (-23.09)	7
xle	ke-ta-na-i-*301	ketanaiΘ	maw	-24.36	maw (-24.36); ziwai (-25.18); rom (-26.36)	8
xle	ke-ta-na-i-*301-t	ketanaiΘt	marasm	-27.1998	marasm (-27.20); rom (-27.22); maw (-27.84)	9
xle	ke-ta-na-i-*301-ti	ketanaiΘti	marasm	-30.7022	marasm (-30.70); rom (-30.71); maw (-31.32)	10
xle	ki-te-s	kites	tis	-15.8337	tis (-15.83); maras (-16.28); zeronaitʰ (-16.76)	5
xle	ki-te-si	kitesi	zeronaitʰ	-16.868	zeronaitʰ (-16.87); epteziu (-18.81); tis (-19.16)	6
xle	ki-te-si-r	kitesir	epteziu	-19.3443	epteziu (-19.34); zeronaitʰ (-19.55); ziazi (-20.69)	7
xle	ki-te-si-ra	kitesira	ziwai	-21.6283	ziwai (-21.63); siwai (-21.70); epteziu (-22.16)	8
xle	ki-te-t	kitet	rom	-16.3324	rom (-16.33); maw (-16.78); zeronaitʰ (-17.35)	5
xle	ki-te-te	kitete	rom	-19.8369	rom (-19.84); maw (-19.87); zeronaitʰ (-20.00)	6
xle	ki-te-te-r	kiteter	ziazi	-20.6928	ziazi (-20.69); ziwai (-20.69); zeronaitʰ (-21.35)	7
xle	ki-te-te-re	kitetere	zeronaitʰ	-23.6429	zeronaitʰ (-23.64); ziazi (-24.11); ziwai (-24.11)	8
xle	ki-te-te-re-p	kiteterep	zeronaitʰ	-26.3851	zeronaitʰ (-26.39); ziazi (-27.50); ziwai (-27.50)	9
xle	ki-tu-j	kituj	maw	-17.0565	maw (-17.06); zeronaitʰ (-17.35); rom (-17.42)	5
xle	ki-tu-ja	kituja	maw	-17.6605	maw (-17.66); aker (-17.90); zeronaitʰ (-19.81)	6
xle	ki-tu-ja-s	kitujas	maras	-20.8431	maras (-20.84); zeronaitʰ (-21.06); maw (-21.15)	7
xle	ma-i-na	maina	aker	-13.9291	aker (-13.93); maw (-16.53); rom (-16.55)	5
xle	ma-i-na-j	mainaj	aker	-17.4353	aker (-17.44); rom (-19.71); maw (-20.03)	6
xle	ma-i-na-ja	mainaja	aker	-20.2486	aker (-20.25); maw (-22.74); rom (-22.86)	7
xle	ma-i-na-ja-r	mainajar	aker	-23.7557	aker (-23.76); arai (-25.08); siwai (-25.36)	8
xle	ma-i-na-ja-re	mainajare	ewistʰuo	-27.1725	ewistʰuo (-27.17); aker (-27.26); arai (-28.57)	9
xle	ma-i-na-ja-re-t	mainajaret	ewistʰuo	-29.3638	ewistʰuo (-29.36); rom (-30.07); aker (-30.77)	10
xle	ma-na-d	manad	rom	-14.5451	rom (-14.55); maw (-16.76); tawarzio (-18.34)	5
xle	ma-na-da	manada	rom	-17.4004	rom (-17.40); maw (-19.44); aker (-21.21)	6
xle	ma-na-da-w	manadaw	rom	-20.5161	rom (-20.52); maw (-22.95); murinail (-23.74)	7
xle	ma-na-da-wa	manadawa	rom	-23.7356	rom (-23.74); maw (-25.87); serunaitʰ (-25.89)	8
xle	ma-na-da-wa-i	manadawai	rom	-27.0194	rom (-27.02); pʰoke (-27.54); serunaitʰ (-28.31)	9
xle	ma-na-da-wa-i-j	manadawaij	rom	-30.3439	rom (-30.34); serunaitʰ (-31.01); zeronaitʰ (-31.01)	10
xle	ma-si-r	masir	tis	-13.8789	tis (-13.88); siasi (-14.70); siwai (-15.20)	5
xle	ma-si-ru	masiru	heloke	-16.6853	heloke (-16.69); tis (-16.75); siasi (-17.99)	6
xle	ma-si-ru-t	masirut	heloke	-19.5205	heloke (-19.52); tis (-19.87); rom (-20.67)	7
xle	ma-si-ru-te	masirute	heloke	-22.6235	heloke (-22.62); tis (-23.10); rom (-24.17)	8
xle	me-i-ja	meija	aker	-13.9304	aker (-13.93); maw (-16.74); rom (-18.14)	5
xle	me-i-ja-s	meijas	aker	-17.4366	aker (-17.44); tis (-19.15); awis (-19.73)	6
xle	me-i-ja-sa	meijasa	aker	-20.2493	aker (-20.25); ewistʰuo (-20.87); tis (-22.51)	7
xle	me-i-ja-sa-s	meijasas	ewistʰuo	-22.9661	ewistʰuo (-22.97); tis (-23.63); aker (-23.76)	8
xle	me-i-ja-sa-sa	meijasasa	ewistʰuo	-24.0927	ewistʰuo (-24.09); epteziu (-26.81); aker (-26.85)	9
xle	me-i-ja-sa-u	meijasau	ewistʰuo	-23.3011	ewistʰuo (-23.30); aker (-23.75); tis (-25.88)	8
xle	me-i-ja-sa-u-n	meijasaun	ewistʰuo	-26.1099	ewistʰuo (-26.11); aker (-27.26); serunaitʰ (-29.20)	9
xle	me-i-ja-sa-u-na	meijasauna	ewistʰuo	-29.0926	ewistʰuo (-29.09); aker (-30.28); pʰoke (-32.33)	10
xle	me-i-ti	meiti	pʰoke	-16.9011	pʰoke (-16.90); rom (-17.02); maw (-17.47)	5
xle	me-u-na	meuna	aker	-16.2382	aker (-16.24); maw (-16.74); rom (-18.14)	5
xle	me-u-na-k	meunak	aker	-19.7174	aker (-19.72); maw (-20.24); rom (-20.96)	6
xle	me-u-na-ka	meunaka	aker	-22.1908	aker (-22.19); maw (-22.83); rom (-23.78)	7
xle	me-u-na-ka-n	meunakan	aker	-25.6881	aker (-25.69); maw (-26.34); rom (-26.88)	8
xle	me-u-na-ka-na	meunakana	aker	-28.5208	aker (-28.52); maw (-29.25); rom (-29.98)	9
xle	me-u-na-ka-na-s	meunakanas	sialkʰwis	-30.7764	sialkʰwis (-30.78); awis (-31.63); maras (-31.71)	10
xle	me-u-na-r	meunar	aker	-19.7174	aker (-19.72); arai (-19.72); sialkʰwis (-19.74)	6
xle	me-u-na-ru	meunaru	sialkʰwis	-22.564	sialkʰwis (-22.56); awis (-22.85); aker (-23.14)	7
xle	me-u-na-ru-k	meunaruk	sialkʰwis	-25.6678	sialkʰwis (-25.67); awis (-25.95); aker (-26.57)	8
xle	me-u-na-ru-ka	meunaruka	sialkʰwis	-28.4769	sialkʰwis (-28.48); aker (-28.48); awis (-29.16)	9
xle	me-u-na-ru-ka-n	meunarukan	sialkʰwis	-31.5685	sialkʰwis (-31.57); aker (-31.97); awis (-32.44)	10
xle	na-da-d	nadad	rom	-13.7302	rom (-13.73); maw (-16.76); pʰoke (-17.85)	5
xle	na-da-da	nadada	rom	-16.7724	rom (-16.77); maw (-19.44); pʰoke (-20.84)	6
xle	na-da-da-u	nadadau	rom	-19.9635	rom (-19.96); pʰoke (-21.71); maw (-22.95)	7
xle	na-da-da-u-t	nadadaut	rom	-18.5004	rom (-18.50); pʰoke (-24.56); marasm (-25.92)	8
xle	na-da-da-u-ti	nadadauti	pʰoke	-21.8081	pʰoke (-21.81); rom (-22.01); heloke (-25.20)	9
xle	na-da-da-u-ti-n	nadadautin	pʰoke	-25.3153	pʰoke (-25.32); rom (-25.51); heloke (-28.70)	10
xle	na-da-w	nadaw	rom	-14.1942	rom (-14.19); maw (-16.76); murinail (-17.47)	5
xle	na-da-wa	nadawa	rom	-17.3996	rom (-17.40); maw (-19.44); serunaitʰ (-20.27)	6
xle	na-da-wa-i	nadawai	rom	-20.6748	rom (-20.67); pʰoke (-21.55); heloke (-22.25)	7
xle	na-da-wa-i-j	nadawaij	rom	-23.9933	rom (-23.99); pʰoke (-25.05); serunaitʰ (-25.38)	8
xle	na-da-wa-i-ja	nadawaija	aker	-26.8115	aker (-26.81); rom (-27.33); serunaitʰ (-28.26)	9
xle	na-i-da	naida	aker	-13.9291	aker (-13.93); rom (-14.57); maw (-16.53)	5
xle	na-i-da-j	naidaj	aker	-17.4353	aker (-17.44); rom (-17.68); maw (-20.03)	6
xle	na-i-da-ja	naidaja	aker	-20.2486	aker (-20.25); rom (-20.89); maw (-22.74)	7
xle	na-i-da-ja-s	naidajas	aker	-23.7557	aker (-23.76); rom (-24.17); awis (-25.09)	8
xle	na-i-*301-t	naiΘt	rom	-14.158	rom (-14.16); maw (-17.46); marasm (-17.63)	5
xle	na-i-*301-ti	naiΘti	rom	-17.6464	rom (-17.65); pʰoke (-19.95); maw (-20.56)	6
xle	na-i-*301-ti-j	naiΘtij	rom	-21.1346	rom (-21.13); pʰoke (-23.46); maw (-23.77)	7
xle	na-i-*301-ti-ja	naiΘtija	aker	-23.1797	aker (-23.18); rom (-24.61); maw (-24.62)	8
xle	na-i-*301-ti-ja-s	naiΘtijas	aker	-26.6859	aker (-26.69); maras (-27.72); rom (-28.08)	9
xle	na-i-*301-ti-ja-sa	naiΘtijasa	aker	-29.5024	aker (-29.50); ewistʰuo (-30.65); maw (-30.71)	10
xle	na-i-*301-u	naiΘu	rom	-16.7601	rom (-16.76); maw (-18.10); aker (-18.42)	5
xle	na-i-*301-u-t	naiΘut	rom	-17.386	rom (-17.39); marasm (-20.83); maw (-20.96)	6
xle	na-i-*301-u-ti	naiΘuti	heloke	-19.1425	heloke (-19.14); pʰoke (-20.35); rom (-20.88)	7
xle	na-i-*301-u-ti-n	naiΘutin	heloke	-22.6496	heloke (-22.65); pʰoke (-23.86); rom (-24.37)	8
xle	na-i-*301-u-ti-nu	naiΘutinu	heloke	-26.1518	heloke (-26.15); pʰoke (-27.36); rom (-27.86)	9
xle	na-i-*301-u-ti-nu-j	naiΘutinuj	heloke	-29.6541	heloke (-29.65); pʰoke (-30.87); rom (-31.36)	10
xle	na-ja-r	najar	arai	-15.7453	arai (-15.75); siwai (-16.21); ziwai (-16.21)	5
xle	na-ja-re	najare	awis	-19.1699	awis (-19.17); arai (-19.24); rom (-19.58)	6
xle	na-ja-re-t	najaret	rom	-20.2299	rom (-20.23); awis (-22.28); arai (-22.73)	7
xle	na-ja-re-ta	najareta	rom	-23.7157	rom (-23.72); maw (-25.33); awis (-25.50)	8
xle	na-ka-n	nakan	rom	-16.3689	rom (-16.37); maw (-16.76); ziwai (-17.20)	5
xle	na-ka-na	nakana	maw	-19.4441	maw (-19.44); rom (-19.46); ziwai (-19.72)	6
xle	na-ka-na-s	nakanas	awis	-21.7867	awis (-21.79); maras (-22.09); tis (-22.49)	7
xle	na-ka-na-si	nakanasi	awis	-25.2817	awis (-25.28); zeronaitʰ (-25.50); maras (-25.58)	8
xle	na-ma-i	namai	rom	-16.3689	rom (-16.37); maw (-16.76); pʰoke (-17.10)	5
xle	na-ma-i-n	namain	rom	-19.5763	rom (-19.58); maw (-20.26); pʰoke (-20.60)	6
xle	na-ma-i-na	namaina	aker	-20.2295	aker (-20.23); rom (-22.76); maw (-22.84)	7
xle	na-ma-i-na-j	namainaj	aker	-23.7358	aker (-23.74); rom (-26.02); maw (-26.34)	8
xle	na-ma-i-na-ja	namainaja	aker	-26.552	aker (-26.55); maw (-29.25); rom (-29.27)	9
xle	na-ma-i-na-ja-r	namainajar	aker	-30.0592	aker (-30.06); arai (-31.40); siwai (-31.62)	10
xle	na-ma-s	namas	awis	-15.759	awis (-15.76); tis (-15.83); maras (-16.20)	5
xle	na-ma-si	namasi	tis	-19.164	tis (-19.16); awis (-19.25); pʰoke (-19.46)	6
xle	na-ma-si-r	namasir	tis	-20.8364	tis (-20.84); siasi (-21.02); tawarsiu (-21.22)	7
xle	na-ma-si-ru	namasiru	heloke	-23.6985	heloke (-23.70); tis (-23.73); tawarsiu (-24.06)	8
xle	na-ma-si-ru-t	namasirut	heloke	-26.5342	heloke (-26.53); rom (-26.85); tis (-26.87)	9
xle	na-ma-si-ru-te	namasirute	heloke	-29.6374	heloke (-29.64); tis (-30.10); rom (-30.34)	10
xle	na-ru-k	naruk	awis	-16.3488	awis (-16.35); rom (-16.76); arai (-17.21)	5
xle	na-ru-ka	naruka	aker	-19.439	aker (-19.44); awis (-19.55); maw (-19.84)	6
xle	na-ru-ka-n	narukan	sialkʰwis	-22.6484	sialkʰwis (-22.65); awis (-22.82); ziwai (-22.88)	7
xle	na-ru-ka-na	narukana	sialkʰwis	-25.0694	sialkʰwis (-25.07); aker (-25.41); ziwai (-25.67)	8
xle	na-ru-ka-na-s	narukanas	awis	-24.4826	awis (-24.48); sialkʰwis (-24.98); tis (-26.86)	9
xle	na-si-i	nasii	heloke	-13.1958	heloke (-13.20); pʰoke (-13.22); tis (-15.86)	5
xle	na-si-i-p	nasiip	heloke	-16.6305	heloke (-16.63); pʰoke (-16.72); rom (-17.39)	6
xle	na-si-i-pi	nasiipi	heloke	-17.9749	heloke (-17.97); pʰoke (-18.36); rom (-20.88)	7
xle	na-si-i-pi-n	nasiipin	heloke	-21.4643	heloke (-21.46); pʰoke (-21.86); rom (-24.37)	8
xle	na-si-i-pi-na	nasiipina	heloke	-24.9482	heloke (-24.95); pʰoke (-25.37); aker (-26.06)	9
xle	na-si-i-pi-na-m	nasiipinam	heloke	-28.4267	heloke (-28.43); pʰoke (-28.87); aker (-29.57)	10
xle	na-si-s	nasis	tis	-13.1885	tis (-13.19); hulaies (-13.90); awis (-15.92)	5
xle	na-si-si	nasisi	heloke	-15.6394	heloke (-15.64); pʰoke (-15.68); tis (-16.67)	6
xle	na-si-si-r	nasisir	siasi	-16.773	siasi (-16.77); holaiesi (-17.40); epteziu (-19.10)	7
xle	na-ti-*301	natiΘ	rom	-15.088	rom (-15.09); maw (-16.77); pʰoke (-17.75)	5
xle	na-ti-*301-w	natiΘw	rom	-18.5468	rom (-18.55); maw (-20.04); pʰoke (-21.25)	6
xle	na-ti-*301-wa	natiΘwa	aker	-20.526	aker (-20.53); maw (-20.88); rom (-21.97)	7
xle	na-ti-*301-wa-j	natiΘwaj	aker	-24.0322	aker (-24.03); maw (-24.37); rom (-25.39)	8
xle	na-ti-*301-wa-ja	natiΘwaja	aker	-26.8468	aker (-26.85); maw (-27.02); rom (-28.79)	9
xle	nu-i-na	nuina	aker	-10.4837	aker (-10.48); pʰoke (-15.87); maw (-16.74)	5
xle	nu-i-na-i	nuinai	aker	-13.9882	aker (-13.99); pʰoke (-18.49); heloke (-19.75)	6
xle	nu-i-na-i-d	nuinaid	aker	-17.4926	aker (-17.49); epteziu (-20.51); pʰoke (-21.94)	7
xle	nu-i-na-i-da	nuinaida	aker	-19.893	aker (-19.89); epteziu (-24.00); rom (-25.09)	8
xle	nu-i-na-i-da-j	nuinaidaj	aker	-23.3999	aker (-23.40); epteziu (-27.50); rom (-28.20)	9
xle	nu-i-na-i-da-ja	nuinaidaja	aker	-26.3955	aker (-26.40); epteziu (-30.99); rom (-31.41)	10
xle	nu-ja-s	nujas	tis	-15.8337	tis (-15.83); awis (-16.49); aker (-16.62)	5
xle	nu-ja-sa	nujasa	aker	-19.0839	aker (-19.08); tis (-19.16); maw (-19.56)	6
xle	nu-ja-sa-s	nujasas	tis	-20.1462	tis (-20.15); awis (-21.95); maras (-22.16)	7
xle	nu-ja-sa-sa	nujasasa	tis	-23.628	tis (-23.63); napʰotʰ (-24.43); aker (-25.41)	8
xle	nu-ja-sa-sa-r	nujasasar	siasi	-23.7715	siasi (-23.77); hktaonosi (-26.01); siwai (-26.40)	9
xle	nu-ja-sa-sa-ra	nujasasara	siasi	-27.2753	siasi (-27.28); siwai (-27.89); tawarsiu (-29.40)	10
xle	nu-*56-e-t	nuΦet	rom	-14.2289	rom (-14.23); aomai (-17.69); maw (-18.14)	5
xle	nu-*56-e-tu	nuΦetu	rom	-17.735	rom (-17.73); pʰoke (-19.54); aomai (-20.49)	6
xle	nu-*56-e-tu-m	nuΦetum	rom	-21.2409	rom (-21.24); pʰoke (-22.40); aomai (-23.58)	7
xle	nu-*56-e-tu-me	nuΦetume	rom	-24.7468	rom (-24.75); pʰoke (-25.52); aomai (-26.79)	8
xle	nu-*56-e-tu-me-i	nuΦetumei	pʰoke	-23.1677	pʰoke (-23.17); heloke (-26.49); rom (-28.25)	9
xle	nu-*56-e-tu-me-i-j	nuΦetumeij	pʰoke	-26.6749	pʰoke (-26.67); heloke (-30.00); rom (-31.76)	10
xle	nwa-za	nwaza	maw	-15.937	maw (-15.94); rom (-16.38); aker (-17.83)	5
xle	nwa-za-*56	nwazaΦ	rom	-17.6489	rom (-17.65); napʰotʰ (-18.92); maw (-19.44)	6
xle	nwa-za-*56-n	nwazaΦn	rom	-20.5177	rom (-20.52); napʰotʰ (-21.18); maw (-22.95)	7
xle	nwa-za-*56-ni	nwazaΦni	rom	-23.6383	rom (-23.64); napʰotʰ (-23.91); heloke (-24.22)	8
xle	o-sa-re	osare	awis	-10.4554	awis (-10.46); arai (-10.96); tis (-13.26)	5
xle	o-sa-re-j	osarej	awis	-13.5722	awis (-13.57); arai (-14.44); tis (-16.38)	6
xle	o-sa-re-ja	osareja	awis	-16.7923	awis (-16.79); arai (-17.90); siwai (-18.13)	7
xle	pi-na-m	pinam	maw	-14.1723	maw (-14.17); aker (-14.62); maras (-16.87)	5
xle	pi-na-ma	pinama	maw	-16.7517	maw (-16.75); aker (-17.43); maras (-19.59)	6
xle	pi-na-ma-i	pinamai	maw	-20.2514	maw (-20.25); aker (-20.93); maras (-22.64)	7
xle	pi-na-ma-i-n	pinamain	maw	-23.751	maw (-23.75); aker (-24.43); maras (-25.83)	8
xle	pi-na-ma-i-na	pinamaina	aker	-26.4272	aker (-26.43); maw (-26.59); maras (-28.92)	9
xle	pi-na-ma-i-na-j	pinamainaj	aker	-29.9339	aker (-29.93); maw (-30.09); maras (-32.13)	10
xle	pi-na-ma-s	pinamas	maras	-19.5196	maras (-19.52); maw (-20.25); aker (-20.94)	7
xle	pi-na-ma-si	pinamasi	ewistʰuo	-22.9759	ewistʰuo (-22.98); maras (-23.01); maw (-23.75)	8
xle	pi-na-ma-si-r	pinamasir	ewistʰuo	-25.4101	ewistʰuo (-25.41); epteziu (-25.96); maras (-26.50)	9
xle	pi-na-ma-si-ru	pinamasiru	ewistʰuo	-28.1499	ewistʰuo (-28.15); epteziu (-28.78); maras (-29.99)	10
xle	ra-ma-n	raman	siwai	-16.3326	siwai (-16.33); ziwai (-16.33); rom (-16.37)	5
xle	ra-ma-na	ramana	siwai	-19.4143	siwai (-19.41); ziwai (-19.41); maw (-19.44)	6
xle	ra-ma-na-d	ramanad	rom	-21.1001	rom (-21.10); siwai (-22.62); ziwai (-22.62)	7
xle	ra-ma-na-da	ramanada	rom	-23.9855	rom (-23.99); siwai (-25.82); ziwai (-25.82)	8
xle	ra-ma-na-da-w	ramanadaw	rom	-27.1121	rom (-27.11); siwai (-29.08); ziwai (-29.08)	9
xle	ra-ma-na-da-wa	ramanadawa	rom	-30.3397	rom (-30.34); serunaitʰ (-32.08); zeronaitʰ (-32.08)	10
xle	ra-me-i	ramei	siwai	-16.7446	siwai (-16.74); ziwai (-16.74); rom (-16.76)	5
xle	ra-me-i-t	rameit	rom	-17.386	rom (-17.39); siwai (-20.01); ziwai (-20.01)	6
xle	ra-me-i-ti	rameiti	rom	-20.8787	rom (-20.88); pʰoke (-22.81); siwai (-23.32)	7
xle	ra-me-u	rameu	siwai	-16.7446	siwai (-16.74); ziwai (-16.74); rom (-16.76)	5
xle	ra-me-u-n	rameun	siwai	-20.014	siwai (-20.01); ziwai (-20.01); rom (-20.03)	6
xle	ra-me-u-na	rameuna	aker	-22.7142	aker (-22.71); sialkʰwis (-23.01); ziwai (-23.16)	7
xle	ra-me-u-na-k	rameunak	sialkʰwis	-25.8042	sialkʰwis (-25.80); aker (-26.19); ziwai (-26.39)	8
xle	ra-me-u-na-ka	rameunaka	sialkʰwis	-28.229	sialkʰwis (-28.23); aker (-28.69); maw (-29.42)	9
xle	ra-me-u-na-ka-n	rameunakan	sialkʰwis	-31.2163	sialkʰwis (-31.22); aker (-32.18); ziwai (-32.73)	10
xle	ra-me-u-na-r	rameunar	sialkʰwis	-22.9861	sialkʰwis (-22.99); siwai (-23.15); ziwai (-23.15)	8
xle	ra-me-u-na-ru	rameunaru	sialkʰwis	-25.8152	sialkʰwis (-25.82); siwai (-26.65); ziwai (-26.65)	9
xle	ra-me-u-na-ru-k	rameunaruk	sialkʰwis	-28.9219	sialkʰwis (-28.92); ziwai (-30.15); siwai (-30.15)	10
xle	re-di-j	redij	pʰoke	-15.9206	pʰoke (-15.92); aker (-19.08); heloke (-19.23)	5
xle	re-di-ja	redija	aker	-17.0243	aker (-17.02); pʰoke (-19.40); maw (-20.01)	6
xle	re-i-ke	reike	epteziu	-17.9337	epteziu (-17.93); pʰoke (-18.59); ziazi (-18.62)	5
xle	re-i-ke-t	reiket	rom	-19.998	rom (-20.00); epteziu (-21.02); ziazi (-21.62)	6
xle	re-i-ke-ta	reiketa	aker	-20.9325	aker (-20.93); maw (-22.02); rom (-23.34)	7
xle	re-i-ke-ta-n	reiketan	aker	-24.4386	aker (-24.44); maw (-25.48); ziwai (-26.47)	8
xle	re-i-ke-ta-na	reiketana	aker	-27.2515	aker (-27.25); maw (-27.81); ziwai (-29.21)	9
xle	re-i-ke-ta-na-i	reiketanai	aker	-30.7543	aker (-30.75); maw (-31.30); ziwai (-32.27)	10
xle	ri-da-u	ridau	aker	-14.6106	aker (-14.61); pʰoke (-16.06); maw (-17.04)	5
xle	ru-ka-n	rukan	aker	-16.6209	aker (-16.62); ziwai (-16.67); sialkʰwis (-16.77)	5
xle	ru-ka-na	rukana	aker	-19.0839	aker (-19.08); sialkʰwis (-19.19); ziwai (-19.29)	6
xle	ru-ka-na-s	rukanas	sialkʰwis	-19.094	sialkʰwis (-19.09); tis (-20.83); awis (-22.08)	7
xle	ru-sa-i	rusai	pʰoke	-13.1954	pʰoke (-13.20); tis (-13.88); heloke (-15.79)	5
xle	ru-sa-i-d	rusaid	pʰoke	-16.0804	pʰoke (-16.08); epteziu (-17.31); tis (-17.36)	6
xle	ru-sa-i-da	rusaida	aker	-17.4637	aker (-17.46); pʰoke (-19.20); heloke (-20.64)	7
xle	ru-sa-i-da-a	rusaidaa	aker	-20.281	aker (-20.28); pʰoke (-22.41); heloke (-23.75)	8
xle	ru-sa-i-da-a-u	rusaidaau	pʰoke	-23.7381	pʰoke (-23.74); aker (-23.79); heloke (-24.81)	9
xle	ru-te-i	rutei	pʰoke	-15.6613	pʰoke (-15.66); aker (-16.66); maw (-17.06)	5
xle	ru-te-i-d	ruteid	pʰoke	-19.0918	pʰoke (-19.09); aker (-19.52); maw (-20.26)	6
xle	ru-te-i-di	ruteidi	pʰoke	-21.0461	pʰoke (-21.05); aker (-22.36); heloke (-22.64)	7
xle	sa-i-da	saida	pʰoke	-12.2124	pʰoke (-12.21); heloke (-13.65); aker (-13.93)	5
xle	sa-i-da-a	saidaa	pʰoke	-15.4233	pʰoke (-15.42); aker (-16.74); heloke (-16.75)	6
xle	sa-i-da-a-u	saidaau	pʰoke	-16.7286	pʰoke (-16.73); heloke (-17.80); aker (-20.25)	7
xle	sa-ra-m	saram	siwai	-10.4581	siwai (-10.46); tis (-12.88); siasi (-14.59)	5
xle	sa-ra-ma	sarama	siwai	-13.2779	siwai (-13.28); tis (-16.10); siasi (-17.73)	6
xle	sa-ra-ma-n	saraman	siwai	-16.3723	siwai (-16.37); tis (-19.39); siasi (-20.91)	7
xle	sa-ra-ma-na	saramana	siwai	-19.4698	siwai (-19.47); tis (-22.72); sialkʰwis (-23.54)	8
xle	sa-ra-ma-na-d	saramanad	siwai	-22.6805	siwai (-22.68); tawarzio (-25.47); tawarsiu (-25.47)	9
xle	sa-ra-ma-na-da	saramanada	siwai	-25.8938	siwai (-25.89); pʰoke (-28.90); tawarzio (-28.97)	10
xle	sa-ra-me	sarame	siwai	-13.5525	siwai (-13.55); tis (-16.10); siasi (-17.73)	6
xle	sa-ra-me-i	saramei	siwai	-16.7611	siwai (-16.76); pʰoke (-17.60); tis (-19.39)	7
xle	sa-ra-me-i-t	sarameit	siwai	-20.0329	siwai (-20.03); pʰoke (-21.11); tis (-22.72)	8
xle	sa-ra-me-i-ti	sarameiti	siwai	-23.345	siwai (-23.34); pʰoke (-23.56); heloke (-25.91)	9
xle	sa-ra-me-u	sarameu	siwai	-16.7611	siwai (-16.76); tis (-19.39); pʰoke (-20.82)	7
xle	sa-ra-me-u-n	sarameun	siwai	-20.0329	siwai (-20.03); tis (-22.72); pʰoke (-23.68)	8
xle	sa-ra-me-u-na	sarameuna	sialkʰwis	-23.0772	sialkʰwis (-23.08); siwai (-23.20); tis (-26.07)	9
xle	sa-ra-me-u-na-k	sarameunak	sialkʰwis	-25.876	sialkʰwis (-25.88); siwai (-26.45); tawarzio (-29.44)	10
xle	sa-ra-me-u-na-r	sarameunar	sialkʰwis	-23.058	sialkʰwis (-23.06); siwai (-23.21); siasi (-25.98)	10
xle	sa-re-j	sarej	tis	-12.8778	tis (-12.88); siwai (-13.90); siasi (-14.59)	5
xle	sa-re-ja	sareja	siwai	-14.6246	siwai (-14.62); tis (-16.10); siasi (-17.73)	6
xle	sa-sa-r	sasar	siasi	-9.7675	siasi (-9.77); siwai (-12.49); tis (-12.57)	5
xle	sa-sa-ra	sasara	siasi	-13.2711	siasi (-13.27); siwai (-13.88); tis (-15.68)	6
xle	sa-sa-ra-m	sasaram	siwai	-16.7368	siwai (-16.74); siasi (-16.77); tis (-18.91)	7
xle	sa-sa-ra-ma	sasarama	siwai	-19.5779	siwai (-19.58); siasi (-20.27); tis (-22.20)	8
xle	sa-sa-ra-ma-n	sasaraman	siwai	-22.6796	siwai (-22.68); siasi (-23.77); tis (-25.53)	9
xle	sa-sa-ra-ma-na	sasaramana	siwai	-25.7821	siwai (-25.78); siasi (-27.27); tis (-28.88)	10
xle	sa-sa-ra-me	sasarame	siwai	-19.8454	siwai (-19.85); siasi (-20.27); tis (-22.20)	8
